name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
発泡酒,0.45,0.92,0.001,0,0.036,0.001,0.01,0.13,0.04,0.04,0.08,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0.003,0.0001,0,0.04,0.001,0,0,0,0,0,0,0,0,0
白ワイン,0.73,0.886,0.001,0,0.02,0.002,0.03,0.6,0.08,0.07,0.12,0.003,0,0.0001,0.0009,0,0,0,0,0,0,0,0,0.001,0.0002,0,0,0.0007,0,0,0,0,0,0,0,0,0
赤ワイン,0.73,0.887,0.002,0,0.015,0.003,0.02,1.1,0.07,0.09,0.13,0.004,0,0.0002,0.0015,0,0,0,0,0,0,0,0.0001,0.001,0.0003,0,0,0.0007,0,0,0,0,0,0,0,0,0
ワイン,0.73,0.887,0.002,0,0.015,0.003,0.02,1.1,0.07,0.09,0.13,0.004,0,0.0002,0.0015,0,0,0,0,0,0,0,0.0001,0.001,0.0003,0,0,0.0007,0,0,0,0,0,0,0,0,0
ロゼワイン,0.77,0.874,0.001,0,0.04,0,0.04,0.6,0.1,0.07,0.1,0.004,0,0.0002,0.001,0,0,0,0,0,0,0,0,0.001,0.0002,0,0,0,0,0,0,0,0,0,0,0,0
紹興酒,1.27,0.788,0.017,0,0.051,0.003,0.15,0.55,0.25,0.19,0.37,0.003,0.004,0.0002,0.0049,0,0,0,0,0,0,0,0.0003,0.006,0.0003,0,0.01,0.0019,0,0,0,0,0,0,0,0,0
しょうちゅう,2.06,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウイスキー,2.37,0.666,0,0,0,0,0.02,0.01,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブランデー,2.37,0.666,0,0,0,0,0.04,0.01,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蒸ウオッカ,2.4,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジン,2.84,0.599,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラム,2.4,0.661,0,0,0.001,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マオタイ酒,3.22,0.547,0,0,0,0,0,0,0.02,0,0,0.003,0,0.0002,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅酒,1.56,0.689,0.001,0,0.207,0.001,0.04,0.39,0.01,0.02,0.03,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
合成清酒,1.09,0.822,0.001,0,0.053,0.001,0.11,0.03,0.02,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
料理酒,1.09,0.822,0.001,0,0.053,0.001,0.11,0.03,0.02,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
白酒,2.38,0.447,0.019,0,0.481,0,0.05,0.14,0.03,0.04,0.14,0.001,0.003,0.0008,0.0027,0,0,0,0,0,0,0.0002,0.0001,0.001,0.0002,0,0.01,0.001,0.01,0,0,0,0,0,0,0,0
みりん,2.41,0.47,0.003,0,0.432,0,0.03,0.07,0.02,0.02,0.07,0,0,0.0005,0.0004,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
キュラソー,3.22,0.431,0,0,0.264,0,0.01,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
玉露浸出液,0.05,0.978,0.013,0,0,0.005,0.02,3.4,0.04,0.15,0.3,0.002,0.003,0.0002,0.046,0,0,0,0,0,0,0.0002,0.0011,0.006,0.0007,0,1.5,0.0024,0.19,0,0,0,0,0,0,0,0
抹茶,3.24,0.05,0.306,0.053,0.385,0.074,0.06,27,4.2,2.3,3.5,0.17,0.063,0.006,0,0,290,48,0,0.281,29,0.006,0.0135,0.04,0.0096,0,12,0.037,0.6,0.0068,0.0034,0.0216,0,0.066,0.319,0.385,0
せん茶浸出液,0.02,0.994,0.002,0,0.002,0.001,0.03,0.27,0.03,0.02,0.02,0.002,0,0.0001,0.0031,0,0,0,0,0,0,0,0.0005,0.002,0.0001,0,0.16,0.0004,0.06,0,0,0,0,0,0,0,0
番茶浸出液,0,0.998,0,0,0.001,0.001,0.02,0.32,0.05,0.01,0.02,0.002,0,0.0001,0.0019,0,0,0,0,0,0,0,0.0003,0.002,0.0001,0,0.07,0,0.03,0,0,0,0,0,0,0,0
ほうじ茶浸出液,0,0.998,0,0,0.001,0.001,0.01,0.24,0.02,0,0.01,0,0,0.0001,0.0026,0,0,0,0,0,0,0,0.0002,0.001,0,0,0.13,0,0,0,0,0,0,0,0,0,0
玄米茶浸出液,0,0.999,0,0,0,0.001,0.02,0.07,0.02,0.01,0.01,0,0,0.0001,0.0015,0,0,0,0,0,0,0,0.0001,0.001,0.0001,0,0.03,0,0.01,0,0,0,0,0,0,0,0
ウーロン茶浸出液,0,0.998,0,0,0.001,0.001,0.01,0.13,0.02,0.01,0.01,0,0,0,0.0024,0,0,0,0,0,0,0,0.0003,0.001,0,0,0.02,0,0,0,0,0,0,0,0,0,0
紅茶浸出液,0.01,0.997,0.001,0,0.001,0,0.01,0.08,0.01,0.01,0.02,0,0,0.0001,0.0022,0,0,0,0,0,0.06,0,0.0001,0.001,0.0001,0,0.03,0,0,0,0,0,0,0,0,0,0
コーヒー浸出液,0.04,0.986,0.002,0,0.007,0.002,0.01,0.65,0.02,0.06,0.07,0,0,0,0.0003,0,0,0,0,0,0,0,0.0001,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
インスタントコーヒー,2.88,0.038,0.147,0.003,0.565,0.087,0.32,36,1.4,4.1,3.5,0.03,0.004,0.0003,0.019,0,0,0,0,0.002,0,0.0002,0.0014,0.47,0.0001,0.001,0.08,0,0,0.0009,0.0002,0.001,0,0,0,0,0.001
コーヒー飲料,0.38,0.905,0.007,0.003,0.082,0.003,0.3,0.6,0.22,0.06,0.19,0.001,0.001,0.0001,0.0002,0,0,0,0,0,0,0.0001,0.0004,0.003,0,0,0,0.0011,0,0.0016,0.0006,0.0001,0,0,0,0,0.001
ココア,2.71,0.04,0.185,0.216,0.424,0.075,0.16,28,1.4,4.4,6.6,0.14,0.07,0.038,0,0,0.3,0.04,0,0.007,0.02,0.0016,0.0022,0.023,0.0008,0,0.31,0.0085,0,0.124,0.0689,0.0069,0.01,0.056,0.183,0.239,0
ミルクココア,4.12,0.016,0.074,0.068,0.804,0.026,2.7,7.3,1.8,1.3,2.4,0.029,0.021,0.0093,0.0074,0.08,0,0.08,0,0.005,0,0.0007,0.0042,0.003,0.0007,0,0.12,0.009,0,0.0398,0.0205,0.0024,0,0.013,0.042,0.055,0.007
甘酒,0.81,0.797,0.017,0.001,0.183,0.002,0.6,0.14,0.03,0.05,0.21,0.001,0.003,0.0005,0.0017,0,0,0,0,0,0,0.0001,0.0003,0.002,0.0002,0,0.08,0,0,0,0,0,0,0.001,0.003,0.004,0.002
昆布茶,0.98,0.014,0.057,0.004,0.423,0.502,190,7.7,0.8,0.7,0.35,0.019,0.002,0.0013,0,0,0.09,0.02,0,0,0.15,0.0002,0.0006,0.001,0,0,0.1,0,0,0,0,0,0,0,0,0.027,0.483
炭酸飲料,0.51,0.872,0,0,0.128,0,0.02,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コーラ,0.46,0.885,0.001,0,0.114,0,0.02,0,0.02,0.01,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サイダー,0.41,0.898,0,0,0.102,0,0.04,0,0.01,0,0,0,0.001,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麦茶浸出液,0.01,0.997,0,0,0.003,0,0.01,0.06,0.02,0,0.01,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウスターソース,1.17,0.617,0.01,0.001,0.268,0.089,33,1.9,0.58,0.24,0.11,0.016,0.001,0.001,0,0,0.46,0.08,0,0.002,0.01,0.0001,0.0002,0.003,0.0003,0,0.01,0.0015,0,0,0,0,0,0.003,0.002,0.005,0.084
ソース,1.17,0.617,0.01,0.001,0.268,0.089,33,1.9,0.58,0.24,0.11,0.016,0.001,0.001,0,0,0.46,0.08,0,0.002,0.01,0.0001,0.0002,0.003,0.0003,0,0.01,0.0015,0,0,0,0,0,0.003,0.002,0.005,0.084
中濃ソース,1.32,0.607,0.008,0.001,0.308,0.063,23,2.1,0.61,0.23,0.16,0.017,0.001,0.0018,0.0023,0,0.87,0.15,0,0.005,0.02,0.0002,0.0004,0.004,0.0004,0,0.01,0.0018,0,0,0,0,0,0.005,0.005,0.01,0.058
濃厚ソース,1.32,0.607,0.009,0.001,0.309,0.062,22,2.1,0.61,0.26,0.17,0.015,0.001,0.0023,0.0023,0,1.1,0.18,0,0.005,0.02,0.0003,0.0004,0.006,0.0006,0,0.01,0.0021,0,0,0,0,0,0.005,0.005,0.01,0.056
トウバンジャン,0.6,0.697,0.02,0.023,0.079,0.181,70,2,0.32,0.42,0.49,0.023,0.003,0.0013,0.0028,0,14,2.3,0,0.032,0.12,0.0004,0.0017,0.01,0.002,0,0.08,0.0024,0.03,0.0033,0.0029,0.0112,0.03,0.006,0.037,0.043,0.178
チリペッパーソース,0.55,0.841,0.007,0.005,0.052,0.019,6.3,1.3,0.15,0.13,0.24,0.015,0.001,0.0008,0.001,0,16,2.6,0,0,0,0.0003,0.0008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.016
ラー油,9.19,0.001,0.001,0.998,0,0,0,0,0,0,0,0.001,0,0.0001,0,0,7.1,1.2,0,0.086,0.05,0,0,0.001,0,0,0,0,0,0.1383,0.3601,0.4375,0,0,0,0,0
こいくちしょうゆ,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
しょうゆ,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
醤油,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
減塩醤油,0.71,0.671,0.077,0,0.101,0.151,33.5,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.085
減塩P醤油,0.71,0.671,0.077,0,0.101,0.151,33.5,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.085
P醤油,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
Pしょうゆ,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
P醤油,0.71,0.671,0.077,0,0.101,0.151,57,3.9,0.29,0.65,1.6,0.017,0.009,0.0001,0,0,0,0,0,0,0,0.0005,0.0017,0.013,0.0017,0.001,0.33,0.0048,0,0,0,0,0,0,0,0,0.145
うすくちしょうゆ,0.54,0.697,0.057,0,0.078,0.168,63,3.2,0.24,0.5,1.3,0.011,0.006,0.0001,0,0,0,0,0,0,0,0.0005,0.0011,0.01,0.0013,0.001,0.31,0.0037,0,0,0,0,0,0,0,0,0.16
薄口醤油,0.54,0.697,0.057,0,0.078,0.168,63,3.2,0.24,0.5,1.3,0.011,0.006,0.0001,0,0,0,0,0,0,0,0.0005,0.0011,0.01,0.0013,0.001,0.31,0.0037,0,0,0,0,0,0,0,0,0.16
塩,0,0.001,0,0,0,0.999,390,1,0.22,0.18,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991
穀物酢,0.25,0.933,0.001,0,0.024,0,0.06,0.04,0.02,0.01,0.02,0,0.001,0,0,0,0,0,0,0,0,0.0001,0.0001,0.001,0.0001,0.001,0,0,0,0,0,0,0,0,0,0,0
酢,0.25,0.933,0.001,0,0.024,0,0.06,0.04,0.02,0.01,0.02,0,0.001,0,0,0,0,0,0,0,0,0.0001,0.0001,0.001,0.0001,0.001,0,0,0,0,0,0,0,0,0,0,0
米酢,0.46,0.879,0.002,0,0.074,0.001,0.12,0.16,0.02,0.06,0.15,0.001,0.002,0,0,0,0,0,0,0,0,0.0001,0.0001,0.003,0.0002,0.001,0,0.0008,0,0,0,0,0,0,0,0,0
ぶどう酢,0.22,0.937,0.001,0,0.012,0.002,0.04,0.22,0.03,0.02,0.08,0.002,0,0.0001,0.0003,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0008,0,0,0,0,0,0,0,0,0
りんご酢,0.26,0.926,0.001,0,0.024,0.002,0.18,0.59,0.04,0.04,0.06,0.002,0.001,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0001,0.003,0,0.0006,0,0,0,0,0,0,0,0,0
かつおだし,0.03,0.993,0.005,0.001,0,0.001,0.2,0.26,0.02,0.03,0.17,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.014,0.0002,0.004,0,0.0006,0,0,0,0,0,0,0,0,0.001
すましじる,0.03,0.993,0.005,0.001,0,0.001,0.2,0.26,0.02,0.03,0.17,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.014,0.0002,0.004,0,0.0006,0,0,0,0,0,0,0,0,0.007
すまし汁,0.03,0.993,0.005,0.001,0,0.001,0.2,0.26,0.02,0.03,0.17,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.014,0.0002,0.004,0,0.0006,0,0,0,0,0,0,0,0,0.007
昆布だし,0.04,0.985,0.001,0,0.009,0.005,0.61,1.4,0.03,0.04,0.06,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.002
かつお・昆布だし,0.02,0.992,0.003,0,0.003,0.002,0.34,0.63,0.03,0.04,0.13,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.009,0.0001,0.003,0.01,0.0004,0,0,0,0,0,0,0,0,0.001
しいたけだし,0.04,0.988,0.001,0,0.009,0.002,0.03,0.29,0.01,0.03,0.08,0.001,0,0.0001,0,0,0,0,0,0,0,0,0.0002,0.006,0.0002,0,0.02,0.0057,0,0,0,0,0,0,0,0,0
煮干しだし,0.01,0.997,0.001,0.001,0,0.001,0.38,0.25,0.03,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.003,0,0.002,0.01,0,0,0,0,0,0,0,0,0,0.001
鳥がらだし,0.07,0.984,0.011,0.002,0,0.003,0.3,0.65,0.02,0.02,0.21,0.005,0,0.0001,0,0,0,0,0,0,0,0.0002,0.0009,0.012,0.0003,0.005,0.06,0.0077,0,0.0006,0.001,0.0003,0,0,0,0,0.001
中華だし,0.03,0.99,0.008,0,0,0.002,0.2,0.9,0.03,0.05,0.4,0,0,0,0.0001,0,0,0,0,0,0,0.0015,0.0003,0.013,0.0005,0,0.01,0.0026,0,0,0,0,0,0,0,0,0.001
中華スープ,0.03,0.99,0.008,0,0,0.002,0.2,0.9,0.03,0.05,0.4,0,0,0,0.0001,0,0,0,0,0,0,0.0015,0.0003,0.013,0.0005,0,0.01,0.0026,0,0,0,0,0,0,0,0,0.007
洋風だし,0.06,0.978,0.013,0,0.003,0.006,1.8,1.1,0.05,0.06,0.37,0.001,0.001,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0005,0.011,0.0006,0.002,0.03,0.0025,0,0,0,0,0,0,0,0,0.005
洋風スープ,0.06,0.978,0.013,0,0.003,0.006,1.8,1.1,0.05,0.06,0.37,0.001,0.001,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0005,0.011,0.0006,0.002,0.03,0.0025,0,0,0,0,0,0,0,0,0.007
コンソメスープ,0.06,0.978,0.013,0,0.003,0.006,1.8,1.1,0.05,0.06,0.37,0.001,0.001,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0005,0.011,0.0006,0.002,0.03,0.0025,0,0,0,0,0,0,0,0,0.007
スープ,0.06,0.978,0.013,0,0.003,0.006,1.8,1.1,0.05,0.06,0.37,0.001,0.001,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0005,0.011,0.0006,0.002,0.03,0.0025,0,0,0,0,0,0,0,0,0.005
コンソメ,2.35,0.008,0.07,0.043,0.421,0.458,170,2,0.26,0.19,0.76,0.004,0.001,0.001,0.001,0,0,0,0,0.007,0.02,0.0003,0.0008,0.011,0.004,0.001,0.16,0.0028,0,0.0212,0.0173,0.0003,0,0.003,0,0.003,0.432
中華スープストック,2.35,0.008,0.07,0.043,0.421,0.458,170,2,0.26,0.19,0.76,0.004,0.001,0.001,0.001,0,0,0,0,0.007,0.02,0.0003,0.0008,0.011,0.004,0.001,0.16,0.0028,0,0.0212,0.0173,0.0003,0,0.003,0,0.003,0.432
スープストック,2.35,0.008,0.07,0.043,0.421,0.458,170,2,0.26,0.19,0.76,0.004,0.001,0.001,0.001,0,0,0,0,0.007,0.02,0.0003,0.0008,0.011,0.004,0.001,0.16,0.0028,0,0.0212,0.0173,0.0003,0,0.003,0,0.003,0.432
顆粒風味調味料,2.24,0.016,0.242,0.003,0.311,0.428,160,1.8,0.42,0.2,2.6,0.01,0.005,0.0012,0.0009,0,0,0,0.01,0.001,0,0.0003,0.002,0.055,0.0006,0.014,0.14,0.0018,0,0.0008,0.0004,0.0008,0.23,0,0,0,0.406
和風だし,2.24,0.016,0.242,0.003,0.311,0.428,160,1.8,0.42,0.2,2.6,0.01,0.005,0.0012,0.0009,0,0,0,0.01,0.001,0,0.0003,0.002,0.055,0.0006,0.014,0.14,0.0018,0,0.0008,0.0004,0.0008,0.23,0,0,0,0.406
めんつゆ,0.98,0.649,0.045,0,0.2,0.106,39,2.2,0.16,0.35,0.85,0.008,0.004,0.0001,0,0,0,0,0,0,0,0.0004,0.0007,0.014,0.0007,0.002,0.09,0.0019,0,0,0,0,0,0,0,0,0.099
かき油,1.07,0.616,0.077,0.003,0.183,0.121,45,2.6,0.25,0.63,1.2,0.012,0.016,0.0017,0.004,0,0,0,0,0.001,0.01,0.0001,0.0007,0.008,0.0004,0.02,0.09,0.0014,0,0.0003,0.0002,0.0006,0.02,0.002,0,0.002,0.114
オイスターソース,1.07,0.616,0.077,0.003,0.183,0.121,45,2.6,0.25,0.63,1.2,0.012,0.016,0.0017,0.004,0,0,0,0,0.001,0.01,0.0001,0.0007,0.008,0.0004,0.02,0.09,0.0014,0,0.0003,0.0002,0.0006,0.02,0.002,0,0.002,0.114
マーボー豆腐の素,1.15,0.75,0.042,0.063,0.104,0.041,14,0.55,0.12,0,0.35,0.008,0,0,0,0.04,0.63,0.15,0,0,0,0.0005,0.0003,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0.036
麻姿豆腐の素,1.15,0.75,0.042,0.063,0.104,0.041,14,0.55,0.12,0,0.35,0.008,0,0,0,0.04,0.63,0.15,0,0,0,0.0005,0.0003,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0.036
ミートソース,1.01,0.788,0.038,0.05,0.101,0.023,6.1,2.5,0.17,0,0.47,0.008,0,0,0,0.05,5.3,0.93,0,0,0,0.0014,0.0005,0.014,0,0,0,0,0.06,0,0,0,0,0,0,0,0.015
ピューレー,0.41,0.869,0.019,0.001,0.092,0.012,1.7,4.9,0.19,0.27,0.37,0.008,0.003,0.0019,0.0019,0,6.3,1,0,0.028,0.1,0.0009,0.0007,0.015,0.002,0,0.29,0.0047,0.1,0.0002,0.0001,0.0003,0,0.01,0.008,0.018,0.004
トマトピューレー,0.41,0.869,0.019,0.001,0.092,0.012,1.7,4.9,0.19,0.27,0.37,0.008,0.003,0.0019,0.0019,0,6.3,1,0,0.028,0.1,0.0009,0.0007,0.015,0.002,0,0.29,0.0047,0.1,0.0002,0.0001,0.0003,0,0.01,0.008,0.018,0.004
ペースト,0.89,0.712,0.038,0.001,0.214,0.028,2.1,11,0.46,0.64,0.93,0.016,0.006,0.0031,0.0038,0,10,1.7,0,0.064,0.18,0.0021,0.0014,0.037,0.0038,0,0.42,0.0095,0.15,0.0002,0.0001,0.0003,0,0.024,0.023,0.047,0.005
トマトペースト,0.89,0.712,0.038,0.001,0.214,0.028,2.1,11,0.46,0.64,0.93,0.016,0.006,0.0031,0.0038,0,10,1.7,0,0.064,0.18,0.0021,0.0014,0.037,0.0038,0,0.42,0.0095,0.15,0.0002,0.0001,0.0003,0,0.024,0.023,0.047,0.005
ケチャップ,1.19,0.66,0.017,0,0.274,0.042,13,4.7,0.17,0.2,0.36,0.007,0.002,0.0016,0,0,6.7,1.1,0,0.023,0.05,0.0008,0.0004,0.013,0.0007,0,0.05,0.0032,0.09,0,0,0,0,0.006,0.012,0.018,0.033
トマトソース,0.44,0.871,0.02,0.002,0.085,0.022,5.4,3.4,0.18,0.2,0.42,0.009,0.002,0.0016,0,0,4.8,0.81,0,0.022,0.08,0.0009,0.0008,0.013,0.0012,0,0.03,0.0024,0,0.0004,0.0002,0.0005,0,0.003,0.008,0.011,0.014
チリソース,1.15,0.673,0.018,0.001,0.263,0.039,12,5,0.27,0.23,0.32,0.009,0.002,0.0015,0.0015,0,5,0.83,0,0.022,0.05,0.0007,0.0007,0.015,0.0015,0,0.05,0.0032,0,0.0002,0.0001,0.0003,0,0.008,0.011,0.019,0.03
ドレッシングタイプ和風調味料,0.82,0.718,0.031,0.001,0.161,0.076,29,1.3,0.1,0.34,0.54,0.003,0.002,0.0001,0,0,0.03,0.01,0,0,0.01,0.0002,0.0003,0.003,0.0004,0,0.06,0.0011,0,0,0,0,0,0.002,0,0.002,0.074
フレンチドレッシング,4.06,0.478,0.001,0.419,0.059,0.03,12,0.07,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0.079,0.58,0,0,0,0,0,0,0,0.01,0.0323,0.2124,0.1514,0.01,0,0,0,0.03
Fドレ,4.06,0.478,0.001,0.419,0.059,0.03,12,0.07,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0.079,0.58,0,0,0,0,0,0,0,0.01,0.0323,0.2124,0.1514,0.01,0,0,0,0.03
ドレッシング,4.06,0.478,0.001,0.419,0.059,0.03,12,0.07,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0.079,0.58,0,0,0,0,0,0,0,0.01,0.0323,0.2124,0.1514,0.01,0,0,0,0.03
Pドレ,4.06,0.478,0.001,0.419,0.059,0.03,12,0.07,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0.079,0.58,0,0,0,0,0,0,0,0.01,0.0323,0.2124,0.1514,0.01,0,0,0,0.03
サウザンアイランドドレッシング,4.16,0.441,0.01,0.414,0.092,0.037,14,0.74,0.13,0.05,0.3,0.004,0.002,0.0004,0,0.19,0.85,0.33,0,0.079,0.59,0.0002,0.0018,0,0.0003,0.001,0.07,0.0022,0.03,0.0344,0.207,0.1463,0.56,0.001,0.002,0.003,0.036
サウザンドレ,4.16,0.441,0.01,0.414,0.092,0.037,14,0.74,0.13,0.05,0.3,0.004,0.002,0.0004,0,0.19,0.85,0.33,0,0.079,0.59,0.0002,0.0018,0,0.0003,0.001,0.07,0.0022,0.03,0.0344,0.207,0.1463,0.56,0.001,0.002,0.003,0.036
マヨネーズ 全卵型,7.03,0.162,0.015,0.753,0.045,0.02,6.9,0.18,0.09,0.02,0.33,0.003,0.002,0.0002,0.0002,0.16,0.07,0.18,0,0.177,1.1,0.0001,0.0005,0,0.0002,0.001,0.01,0.0028,0,0.0669,0.3568,0.2725,0.6,0,0,0,0.018
マヨネーズ 卵黄型,6.7,0.202,0.028,0.723,0.017,0.025,9,0.25,0.23,0.23,0.8,0.009,0.005,0.0001,0,0.55,0,0.55,0.01,0.134,1.4,0.0004,0.001,0.001,0.0004,0.003,0.02,0.0055,0,0.0685,0.365,0.2299,1.5,0,0,0,0.023
マヨネーズ,6.7,0.202,0.028,0.723,0.017,0.025,9,0.25,0.23,0.23,0.8,0.009,0.005,0.0001,0,0.55,0,0.55,0.01,0.134,1.4,0.0004,0.001,0.001,0.0004,0.003,0.02,0.0055,0,0.0685,0.365,0.2299,1.5,0,0,0,0.023
みそ,1.92,0.454,0.125,0.06,0.219,0.142,49,3.8,1,0.75,1.7,0.04,0.011,0.0039,0,0,0,0,0,0.013,0.11,0.0003,0.001,0.015,0.0011,0.001,0.68,0,0,0.0097,0.0111,0.0361,0,0.006,0.043,0.049,0.124
みそしる,0.1,0.965,0.006,0.003,0.011,0.007,2.45,0.19,0.05,0.04,0.08,0.002,0,0.0002,0,0,0,0,0,0,0,0,0.0001,0.001,0,0,0.03,0,0,0.0005,0.0005,0.0018,0,0,0.002,0.002,0.006
白みそ,1.92,0.454,0.125,0.06,0.219,0.142,49,3.8,1,0.75,1.7,0.04,0.011,0.0039,0,0,0,0,0,0.013,0.11,0.0003,0.001,0.015,0.0011,0.001,0.68,0,0,0.0097,0.0111,0.0361,0,0.006,0.043,0.049,0.124
赤みそ,1.86,0.457,0.131,0.055,0.211,0.146,51,4.4,1.3,0.8,2,0.043,0.012,0.0035,0,0,0,0,0,0.011,0.11,0.0003,0.001,0.015,0.0012,0,0.42,0.0023,0,0.0088,0.0107,0.0321,0,0.006,0.035,0.041,0.13
たいみそ ,2.63,0.302,0.057,0.008,0.594,0.039,13,1.3,0.26,1.3,0.81,0.016,0.02,0.0066,0,0,0,0,0,0.024,0.19,0.0004,0.0012,0.012,0.0013,0,0.54,0.0036,0,0.0162,0.0188,0.0629,0,0.022,0.043,0.065,0.033
減塩たいみそ ,2.2,0.457,0.088,0.035,0.383,0.037,12.1,2.46,1.5,1.3,0.97,0.012,0.02,0.0066,0,0,0,0,0,0.024,0.19,0.0004,0.0012,0.012,0.0013,0,0.54,0.0036,0,0.0162,0.0188,0.0629,0,0.022,0.043,0.065,0.031
