name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
あじ開き,1.68,0.684,0.202,0.088,0.001,0.025,6.7,3.1,0.36,0.27,2.2,0.008,0.007,0.0009,0.0001,0,0,0,0.03,0.007,0,0.001,0.0015,0.037,0.0031,0.063,0.06,0.0081,0,0.0235,0.0218,0.0188,0.73,0,0,0,0.017
むろあじ,1.66,0.677,0.236,0.069,0.004,0.014,0.56,4.2,0.19,0.35,2.8,0.016,0.01,0.0013,0.0002,0.04,0,0.04,0.06,0.006,0,0.0018,0.0032,0.152,0.0057,0.128,0.05,0.0074,0,0.0179,0.0111,0.0166,0.64,0,0,0,0.001
むろあじ開き,1.55,0.679,0.229,0.062,0.001,0.029,8.3,3.2,0.43,0.35,2.6,0.014,0.008,0.0014,0.0002,0,0,0,0.07,0.004,0,0.0017,0.003,0.135,0.0059,0.094,0.05,0.0062,0,0.016,0.0136,0.0153,0.66,0,0,0,0.021
くさや,2.4,0.386,0.499,0.03,0.003,0.082,16,8.5,8.9,0.65,8.1,0.032,0.032,0.0026,0,0,0,0,0.02,0.012,0,0.0024,0.004,0.16,0.0064,0.116,0.26,0.0109,0,0.008,0.0037,0.0077,1.1,0,0,0,0.041
あなご,1.94,0.685,0.176,0.127,0,0.012,1.2,2.8,0.64,0.26,1.8,0.009,0.008,0.0004,0.0022,8.9,0,8.9,0.02,0.029,0,0.0004,0.0011,0.027,0.001,0.025,0.15,0.0079,0.01,0.0303,0.0502,0.0202,1.8,0,0,0,0.003
あまご,1.12,0.768,0.183,0.036,0.001,0.012,0.49,3.8,0.27,0.27,2.5,0.004,0.008,0.0004,0.0001,0.07,0,0.07,0.09,0.015,0,0.0015,0.0016,0.039,0.0024,0.055,0.06,0.0051,0.01,0.0068,0.0103,0.0094,0.66,0,0,0,0.001
あまだい,1.13,0.765,0.188,0.036,0,0.011,0.73,3.6,0.58,0.29,1.9,0.003,0.003,0.0002,0,0.27,0,0.27,0.01,0.013,0,0.0004,0.0006,0.015,0.0008,0.021,0.06,0.0043,0.01,0.008,0.0081,0.0083,0.52,0,0,0,0.002
あゆ,1.52,0.72,0.178,0.079,0.006,0.017,0.55,3.6,2.5,0.24,3.2,0.008,0.009,0.0005,0,0.55,0,0.55,0.08,0.051,0,0.0015,0.0014,0.035,0.0028,0.026,0.28,0.0122,0.02,0.0243,0.0247,0.014,1.1,0,0,0,0.001
うるか,1.71,0.596,0.114,0.131,0.018,0.141,51,1.9,0.16,0.15,2.1,0.04,0.014,0.001,0,20,0.14,20,0.15,0.068,0.06,0.0006,0.0038,0.02,0.0011,0.102,1,0.0131,0,0.0371,0.0395,0.0222,2.6,0,0,0,0.13
あんこう,0.58,0.854,0.13,0.002,0.003,0.011,1.3,2.1,0.08,0.19,1.4,0.002,0.006,0.0004,0,0.13,0,0.13,0.01,0.007,0,0.0004,0.0016,0.017,0.0011,0.012,0.05,0.0021,0.01,0.0002,0.0002,0.0004,0.78,0,0,0,0.003
あんこうきも,4.45,0.451,0.1,0.419,0.022,0.008,1.1,2.2,0.06,0.09,1.4,0.012,0.022,0.01,0,83,0,83,1.1,0.138,0,0.0014,0.0035,0.015,0.0011,0.391,0.88,0.0089,0.01,0.083,0.1844,0.0838,5.6,0,0,0,0.003
いさき,1.27,0.758,0.172,0.057,0.001,0.012,1.6,3,0.22,0.32,2.2,0.004,0.006,0.0004,0.0001,0.41,0,0.41,0.15,0.009,0,0.0006,0.0012,0.04,0.0031,0.058,0.12,0.0077,0,0.0163,0.0129,0.0165,0.71,0,0,0,0.004
いしだい,1.56,0.716,0.195,0.078,0,0.011,0.54,3.9,0.2,0.26,2.4,0.003,0.006,0.0003,0.0001,0.39,0,0.39,0.03,0.021,0,0.0015,0.0015,0.049,0.0034,0.013,0.02,0.0031,0,0.0189,0.0214,0.0141,0.56,0,0,0,0.001
いとよりだい,0.93,0.788,0.181,0.017,0.001,0.013,0.85,3.9,0.46,0.26,2,0.005,0.004,0.0005,0.0002,0.28,0,0.28,0.11,0.006,0,0.0004,0.0008,0.023,0.0027,0.03,0.05,0.005,0.02,0.004,0.0034,0.0046,0.7,0,0,0,0.002
いぼだい,1.49,0.74,0.164,0.085,0,0.011,1.9,2.8,0.41,0.3,1.6,0.005,0.008,0.0003,0.0001,0.95,0,0.95,0.02,0.007,0,0.0004,0.0019,0.047,0.0029,0.027,0.07,0.0057,0.01,0.0224,0.0269,0.0121,0.57,0,0,0,0.005
うるめいわし,2.39,0.401,0.45,0.051,0.003,0.095,23,8.2,5.7,1.1,9.1,0.045,0.027,0.0023,0.0012,0,0,0,0.08,0.001,0,0.0025,0.0043,0.162,0.0069,0.247,0.44,0.0092,0,0.014,0.0074,0.0127,2.2,0,0,0,0.058
いわし,2.17,0.644,0.198,0.139,0.007,0.012,1.2,3.1,0.7,0.34,2.3,0.018,0.011,0.0014,0.0005,0.4,0,0.4,0.1,0.007,0,0.0003,0.0036,0.082,0.0044,0.095,0.11,0.0117,0,0.0384,0.028,0.0381,0.65,0,0,0,0.003
いわし丸干し,1.93,0.546,0.328,0.055,0.007,0.064,15,4.7,4.4,1,5.7,0.044,0.018,0.0021,0.001,0.4,0,0.4,0.5,0.007,0.01,0.0001,0.0041,0.156,0.0068,0.293,0.31,0.01,0,0.0149,0.0111,0.015,1.1,0,0,0,0.038
めざし,2.57,0.59,0.182,0.189,0.005,0.034,11,1.7,1.8,0.31,1.9,0.026,0.012,0.001,0.0104,0.53,0,0.53,0.11,0.003,0,0.0001,0.0021,0.103,0.0037,0.146,0.34,0.0127,0,0.044,0.0297,0.0318,1,0,0,0,0.028
しらす干し,1.13,0.699,0.231,0.016,0.002,0.052,16,2.1,2.1,0.8,4.7,0.006,0.012,0.0005,0.0009,1.4,0,1.4,0.46,0.01,0,0.0011,0.0003,0.031,0.0004,0.043,0.29,0.004,0,0.0026,0.001,0.0046,2.4,0,0,0,0.041
たたみいわし,3.72,0.107,0.751,0.056,0.007,0.079,8.5,7.9,9.7,1.9,14,0.026,0.066,0.0013,0,4.1,0,4.1,0.5,0.027,0,0.0015,0.0033,0.082,0.0027,0.156,3,0.0295,0,0.0153,0.0141,0.0135,7.1,0,0,0,0.022
いわしみりん干し,3.32,0.335,0.314,0.157,0.163,0.031,6.7,2.9,2.4,0.54,3.6,0.043,0.023,0.0027,0.0011,0.16,0,0.16,0.53,0.01,0,0,0.005,0.089,0.0037,0.137,0.19,0.0141,0,0.0364,0.0322,0.047,0.76,0,0,0,0.017
いわしかば焼缶,2.42,0.561,0.162,0.156,0.093,0.028,6.1,2.7,2.2,0.31,2.9,0.02,0.012,0.0013,0.0017,0.32,0,0.32,0.17,0.018,0,0.0001,0.0024,0.062,0.0024,0.12,0.15,0.0074,0,0.0461,0.0387,0.0502,0.7,0,0,0,0.015
いわな,1.14,0.761,0.19,0.036,0.001,0.012,0.49,3.8,0.39,0.29,2.6,0.003,0.008,0.0004,0.0002,0.05,0,0.05,0.05,0.016,0,0.0009,0.0012,0.034,0.0021,0.042,0.05,0.0068,0.01,0.0069,0.0104,0.0091,0.8,0,0,0,0.001
うぐい,1,0.77,0.201,0.015,0.002,0.012,0.83,3.4,0.69,0.27,2.4,0.007,0.034,0.0005,0.0004,0.41,0,0.41,0.19,0.008,0,0.0003,0.0011,0.035,0.0016,0.085,0.08,0.0111,0,0.0029,0.004,0.0043,0.93,0,0,0,0.002
うなぎ,2.55,0.621,0.171,0.193,0.003,0.012,0.74,2.3,1.3,0.2,2.6,0.005,0.014,0.0004,0.0004,24,0,24,0.18,0.074,0,0.0037,0.0048,0.03,0.0013,0.035,0.14,0.0217,0.02,0.0412,0.0844,0.0289,2.3,0,0,0,0.002
うなぎきも,1.18,0.772,0.13,0.053,0.035,0.01,1.4,2,0.19,0.15,1.6,0.046,0.027,0.0108,0.0008,44,0,44,0.03,0.039,0.17,0.003,0.0075,0.04,0.0025,0.027,3.8,0.0295,0.02,0.012,0.018,0.0093,4.3,0,0,0,0.004
うなぎ白焼き,3.31,0.521,0.207,0.258,0.001,0.013,1,3,1.4,0.18,2.8,0.01,0.019,0.0004,0.0004,15,0,15,0.17,0.053,0,0.0055,0.0045,0.035,0.0009,0.027,0.16,0.0116,0,0.0659,0.1195,0.031,2.2,0,0,0,0.003
うなぎかば焼,2.93,0.505,0.23,0.21,0.031,0.024,5.1,3,1.5,0.15,3,0.008,0.027,0.0007,0,15,0,15,0.19,0.049,0,0.0075,0.0074,0.041,0.0009,0.022,0.13,0.0129,0,0.0533,0.0985,0.034,2.3,0,0,0,0.013
うまづらはぎ,0.8,0.802,0.182,0.003,0,0.013,2.1,3.2,0.5,0.87,1.6,0.004,0.005,0.0005,0.0002,0,0,0,0.08,0.011,0,0.0001,0.0013,0.037,0.004,0.014,0.04,0.005,0,0.0005,0.0003,0.0011,0.47,0,0,0,0.005
えい,0.84,0.793,0.191,0.003,0.001,0.012,2.7,1.1,0.04,0.18,1.7,0.009,0.005,0.0004,0.0001,0.02,0,0.02,0.03,0.007,0,0.0005,0.0012,0.025,0.0025,0.037,0.03,0.0055,0.01,0.0005,0.0003,0.0006,0.8,0,0,0,0.007
えそ,0.93,0.776,0.201,0.008,0.001,0.014,1.2,3.8,0.8,0.36,2.6,0.003,0.004,0.0002,0.0017,0,0,0,0.01,0.001,0,0.0007,0.001,0.033,0.0024,0.017,0.13,0.0051,0.02,0.002,0.0012,0.0022,0.74,0,0,0,0.003
おいかわ,1.36,0.738,0.192,0.058,0.001,0.011,0.48,2.4,0.45,0.23,2.1,0.006,0.025,0.0006,0.0004,0.1,0,0.1,0.1,0.009,0,0.0001,0.0016,0.04,0.0021,0.113,0.21,0.0102,0.02,0.0121,0.0189,0.0141,0.91,0,0,0,0.001
おおさが,1.44,0.747,0.163,0.08,0.001,0.009,0.71,3.1,0.16,0.22,1.6,0.002,0.004,0.0002,0.0001,0.85,0,0.85,0.03,0.049,0,0.0001,0.0003,0.01,0.0005,0.033,0.01,0.0021,0.01,0.0106,0.045,0.0079,0.55,0,0,0,0.002
おこぜ,0.85,0.788,0.196,0.002,0.002,0.012,0.85,3.6,0.31,0.26,2,0.004,0.007,0.0003,0.0021,0.02,0,0.02,0.01,0.004,0,0.0001,0.0012,0.024,0.0008,0.006,0.03,0.0051,0,0.0003,0.0002,0.0005,0.75,0,0,0,0.002
おひょう,1,0.77,0.199,0.017,0.001,0.013,0.72,4,0.07,0.28,2.6,0.001,0.005,0.0002,0.0001,0.13,0,0.13,0.03,0.008,0,0.0009,0.0007,0.071,0.0041,0.021,0.12,0.0047,0,0.0027,0.0053,0.0039,0.49,0,0,0,0.002
かさご,0.85,0.791,0.193,0.003,0.001,0.012,1.2,3.1,0.57,0.27,1.8,0.003,0.005,0.0001,0.0001,0.03,0,0.03,0.02,0.003,0,0.0003,0.0006,0.018,0.0006,0.012,0.03,0.0047,0.01,0.0007,0.0006,0.0008,0.45,0,0,0,0.003
かじか,1.11,0.764,0.15,0.05,0.002,0.034,1.1,2.6,5.2,0.31,4,0.028,0.017,0.0015,0.0031,1.8,0,1.8,0.03,0.013,0.01,0.0007,0.0038,0.015,0.0008,0.282,0.15,0.0054,0.01,0.0086,0.0125,0.0117,2.2,0,0,0,0.003
かじき,1.41,0.736,0.183,0.067,0.001,0.013,0.61,4.3,0.03,0.27,2.5,0.005,0.007,0.0004,0.0001,0.52,0,0.52,0.11,0.033,0,0.0005,0.0008,0.069,0.0032,0.019,0.05,0.0038,0.01,0.0144,0.0284,0.0094,0.71,0,0,0,0.002
かつお,1.14,0.722,0.258,0.005,0.001,0.014,0.43,4.3,0.11,0.42,2.8,0.019,0.008,0.0011,0.0001,0.05,0,0.05,0.04,0.003,0,0.0013,0.0017,0.19,0.0076,0.084,0.06,0.007,0,0.0012,0.0007,0.0014,0.6,0,0,0,0.001
なまり節,1.73,0.588,0.38,0.011,0.005,0.016,0.95,6.3,0.2,0.4,5.7,0.05,0.012,0.002,0.0003,0,0,0,0.21,0.004,0,0.004,0.0025,0.35,0.0036,0.106,0.1,0.007,0,0.0027,0.0016,0.0022,0.95,0,0,0,0.002
かつお節,3.56,0.152,0.771,0.029,0.008,0.04,1.3,9.4,0.28,0.7,7.9,0.055,0.028,0.0027,0,0,0,0,0.06,0.013,0,0.0055,0.0035,0.45,0.0053,0.148,0.11,0.0082,0,0.0063,0.0033,0.008,1.8,0,0,0,0.003
削り節,3.51,0.172,0.757,0.032,0.004,0.035,4.8,8.1,0.46,0.91,6.8,0.09,0.025,0.0043,0.0005,0.24,0,0.24,0.04,0.011,0,0.0038,0.0057,0.374,0.0053,0.219,0.15,0.0097,0,0.0071,0.0035,0.0079,1.9,0,0,0,0.012
削り節つくだ煮,2.37,0.361,0.195,0.033,0.323,0.088,31,4.1,0.54,0.69,2.9,0.08,0.013,0.0018,0.0035,0,0,0,0.06,0.006,0,0.0013,0.001,0.12,0.0019,0.053,0.27,0.0057,0,0.006,0.008,0.0109,0.57,0,0,0,0.079
かます,1.48,0.727,0.189,0.072,0.001,0.011,1.2,3.2,0.41,0.34,1.4,0.003,0.005,0.0004,0.0001,0.12,0,0.12,0.11,0.009,0,0.0003,0.0014,0.045,0.0031,0.023,0.08,0.0047,0,0.0209,0.0223,0.018,0.58,0,0,0,0.003
かれい,0.95,0.778,0.196,0.013,0.001,0.012,1.1,3.3,0.43,0.28,2,0.002,0.008,0.0003,0.0001,0.05,0,0.05,0.13,0.015,0,0.0003,0.0035,0.025,0.0015,0.031,0.04,0.0066,0.01,0.0025,0.0026,0.0032,0.71,0,0,0,0.003
かわはぎ,0.8,0.799,0.188,0.001,0,0.012,1.1,3.8,0.13,0.28,2.4,0.002,0.004,0.0003,0.0002,0.02,0,0.02,0.43,0.006,0,0.0002,0.0007,0.03,0.0045,0.013,0.06,0.0017,0,0.0002,0.0001,0.0003,0.47,0,0,0,0.003
かんぱち,1.29,0.733,0.21,0.042,0.001,0.014,0.65,4.9,0.15,0.34,2.7,0.006,0.007,0.0005,0.0001,0.04,0,0.04,0.04,0.009,0,0.0015,0.0016,0.08,0.0032,0.053,0.1,0.0052,0,0.0112,0.0103,0.0124,0.62,0,0,0,0.002
きす,0.85,0.79,0.192,0.004,0.001,0.013,1.2,3.5,0.38,0.3,2.2,0.002,0.004,0.0002,0.0001,0.1,0,0.1,0.09,0.005,0,0.0007,0.0004,0.024,0.0031,0.039,0.16,0.0043,0.02,0.0006,0.0004,0.0011,1,0,0,0,0.003
きびなご,0.93,0.782,0.188,0.014,0.001,0.015,1.5,3.3,1,0.34,2.4,0.011,0.019,0.001,0.0003,0,0,0,0.1,0.003,0,0.0002,0.0025,0.062,0.0044,0.083,0.08,0.0087,0.03,0.0033,0.0018,0.0024,0.75,0,0,0,0.004
キャビア,2.63,0.51,0.262,0.171,0.011,0.046,16,2,0.08,0.3,4.5,0.024,0.025,0.0007,0.0012,0.59,0.06,0.6,0.01,0.093,0,0.0001,0.0131,0.006,0.0024,0.187,0.49,0.0238,0.04,0.0315,0.0636,0.0291,5,0,0,0,0.041
キングクリップ,0.78,0.805,0.182,0.001,0,0.012,1.4,3.4,0.47,0.28,1.7,0.003,0.005,0.0002,0.0001,0.05,0,0.05,0,0.002,0,0.0003,0.0007,0.015,0.0009,0.013,0.04,0.0042,0.01,0.0001,0.0001,0.0003,0.56,0,0,0,0.004
ぎんだら,2.2,0.686,0.13,0.175,0,0.009,0.7,3.3,0.14,0.26,1.7,0.003,0.003,0.0002,0,11,0,11,0.04,0.03,0,0.0005,0.001,0.017,0.0008,0.028,0.01,0.0019,0,0.0318,0.0972,0.0142,0.45,0,0,0,0.002
きんめだい,1.6,0.721,0.178,0.09,0.001,0.01,0.59,3.3,0.31,0.73,4.9,0.003,0.003,0.0002,0.0001,0.63,0,0.63,0.02,0.017,0,0.0003,0.0005,0.027,0.0028,0.011,0.09,0.0023,0.01,0.0216,0.0379,0.0159,0.6,0,0,0,0.001
ぐち,0.83,0.801,0.18,0.008,0,0.011,0.95,2.6,0.37,0.28,1.4,0.004,0.006,0.0003,0.0001,0.05,0,0.05,0.02,0.005,0,0.0004,0.0028,0.028,0.0018,0.025,0.06,0.0046,0,0.0018,0.0017,0.002,0.66,0,0,0,0.002
こい,1.71,0.71,0.177,0.102,0.002,0.009,0.49,3.4,0.09,0.22,1.8,0.005,0.012,0.0005,0.0001,0.04,0,0.04,0.14,0.02,0,0.0046,0.0018,0.033,0.0013,0.1,0.05,0.0148,0,0.0203,0.0467,0.0185,0.86,0,0,0,0.001
鮭,1.54,0.701,0.217,0.066,0.001,0.015,0.64,4,0.13,0.29,2.6,0.004,0.006,0.0007,0.0001,0.13,0,0.13,0.22,0.007,0,0.0025,0.0018,0.08,0.0049,0.046,0.16,0.013,0.01,0.0123,0.02,0.0158,0.58,0,0,0,0.002
さけ,1.54,0.701,0.217,0.066,0.001,0.015,0.64,4,0.13,0.29,2.6,0.004,0.006,0.0007,0.0001,0.13,0,0.13,0.22,0.007,0,0.0025,0.0018,0.08,0.0049,0.046,0.16,0.013,0.01,0.0123,0.02,0.0158,0.58,0,0,0,0.002
鮭水煮缶,1.56,0.697,0.207,0.072,0.001,0.023,3.6,3,1.1,0.36,3.2,0.015,0.009,0.001,0.0008,0,0,0,0.07,0.007,0,0.0015,0.0013,0.06,0.0025,0.034,0.15,0.0066,0,0.0129,0.0318,0.0184,0.89,0,0,0,0.009
塩鮭,1.99,0.636,0.224,0.111,0.001,0.028,7.2,3.2,0.16,0.3,2.7,0.003,0.004,0.0005,0.0001,0.24,0,0.24,0.23,0.004,0,0.0014,0.0015,0.071,0.0058,0.069,0.11,0.0095,0.01,0.022,0.043,0.0261,0.64,0,0,0,0.018
イクラ,2.72,0.484,0.326,0.156,0.002,0.032,9.1,2.1,0.94,0.95,5.3,0.02,0.021,0.0076,0.0006,3.3,0,3.3,0.44,0.091,0,0.0042,0.0055,0.001,0.0006,0.473,1,0.0236,0.06,0.0242,0.0382,0.0497,4.8,0,0,0,0.023
すじこ,2.82,0.457,0.305,0.174,0.009,0.055,19,1.8,0.62,0.8,4.9,0.027,0.022,0.0073,0.0007,6.7,0,6.7,0.47,0.106,0,0.0042,0.0061,0.004,0.0023,0.539,1.6,0.024,0.09,0.027,0.0402,0.0618,5.1,0,0,0,0.048
にじます ,1.27,0.745,0.197,0.046,0.001,0.011,0.5,3.7,0.24,0.28,2.4,0.002,0.006,0.0004,0.0001,0.17,0,0.17,0.12,0.012,0,0.0021,0.001,0.04,0.0036,0.06,0.13,0.0163,0.02,0.0093,0.0137,0.0126,0.72,0,0,0,0.001
さば,2.02,0.657,0.207,0.121,0.003,0.012,1.4,3.2,0.09,0.32,2.3,0.011,0.01,0.001,0.0001,0.24,0,0.24,0.11,0.009,0.05,0.0015,0.0028,0.104,0.0051,0.106,0.12,0.0076,0,0.0329,0.0362,0.0191,0.64,0,0,0,0.004
さば節,3.6,0.146,0.739,0.051,0,0.064,3.7,11,8.6,1.4,12,0.072,0.084,0.0043,0.0005,0,0,0,0.12,0.009,0,0.0025,0.0085,0.15,0.0068,0.06,0.3,0.0155,0,0.0102,0.0077,0.009,3,0,0,0,0.009
塩さば,2.91,0.521,0.262,0.191,0.001,0.025,7.2,3,0.27,0.35,2,0.02,0.006,0.0007,0.0002,0.09,0,0.09,0.11,0.005,0,0.0016,0.0059,0.12,0.0041,0.071,0.1,0.0059,0,0.0393,0.0651,0.0441,0.59,0,0,0,0.018
さば開き,3.48,0.501,0.187,0.285,0.002,0.025,6.8,3,0.25,0.25,2,0.02,0.01,0.0009,0,0.09,0,0.09,0.12,0.024,0,0.0013,0.0059,0.085,0.0042,0.106,0.11,0.0063,0,0.0693,0.0998,0.0741,0.65,0,0,0,0.017
しめさば,3.39,0.506,0.186,0.269,0.017,0.022,6.4,2,0.09,0.24,1.6,0.011,0.004,0.0018,0.0001,0.14,0,0.14,0.08,0.005,0,0.0013,0.0028,0.077,0.0036,0.114,0.04,0.0071,0,0.0592,0.0856,0.0705,0.65,0,0,0,0.016
さば缶,1.9,0.66,0.209,0.107,0.002,0.022,3.4,2.6,2.6,0.31,1.9,0.016,0.017,0.0014,0.0002,0,0,0,0.11,0.032,0,0.0015,0.004,0.08,0.0036,0.12,0.12,0.0055,0,0.0242,0.0347,0.0304,0.84,0,0,0,0.009
さばみそ煮缶,2.17,0.61,0.163,0.139,0.066,0.022,4.3,2.5,2.1,0.29,2.5,0.02,0.012,0.0014,0.0009,0.42,0,0.42,0.05,0.019,0,0.0004,0.0037,0.059,0.003,0.096,0.21,0.005,0,0.037,0.0441,0.0388,0.7,0,0,0,0.011
ふかひれ,3.42,0.13,0.839,0.016,0,0.015,1.8,0.03,0.65,0.94,0.36,0.012,0.031,0.0006,0.0009,0,0,0,0.01,0.004,0,0,0,0.005,0.0002,0.009,0.23,0.0024,0,0.0017,0.0012,0.0016,2.5,0,0,0,0.005
さより,0.95,0.779,0.196,0.013,0,0.012,1.9,2.9,0.41,0.37,1.9,0.003,0.019,0.0003,0.0002,0,0,0,0.03,0.009,0,0,0.0012,0.052,0.0033,0.055,0.1,0.0044,0.02,0.0026,0.0021,0.0042,1,0,0,0,0.005
さわら,1.77,0.686,0.201,0.097,0.001,0.015,0.65,4.9,0.13,0.32,2.2,0.008,0.01,0.0003,0.0001,0.12,0,0.12,0.07,0.003,0,0.0009,0.0035,0.095,0.004,0.053,0.08,0.0116,0,0.0214,0.0326,0.023,0.6,0,0,0,0.002
さんま,3.1,0.558,0.185,0.246,0.001,0.01,1.3,2,0.32,0.28,1.8,0.014,0.008,0.0011,0.0002,0.13,0,0.13,0.19,0.013,0,0.0001,0.0026,0.07,0.0051,0.177,0.17,0.0081,0,0.0423,0.1044,0.0458,0.66,0,0,0,0.003
さんま開き,2.61,0.597,0.193,0.19,0.001,0.019,5,2.6,0.6,0.28,1.4,0.011,0.007,0.0012,0.0002,0.25,0,0.25,0.14,0.015,0,0,0.003,0.04,0.0054,0.1,0.1,0.0084,0,0.035,0.0764,0.0393,0.8,0,0,0,0.013
さんまかば焼缶,2.68,0.539,0.189,0.189,0.056,0.027,5.4,1.6,2.8,0.37,3.5,0.019,0.011,0.0016,0.0008,0.25,0,0.25,0.13,0.028,0,0,0.002,0.035,0.003,0.121,0.29,0.0055,0,0.0377,0.0798,0.0476,0.98,0,0,0,0.014
しいら,1.08,0.755,0.213,0.019,0,0.013,0.5,4.8,0.13,0.31,2.5,0.007,0.005,0.0005,0.0001,0.08,0,0.08,0.05,0.005,0,0.002,0.0015,0.09,0.0046,0.026,0.03,0.0036,0.01,0.005,0.0033,0.0055,0.55,0,0,0,0.001
ししゃも,1.77,0.693,0.156,0.116,0.005,0.03,5.9,2,3.5,0.55,3.6,0.014,0.02,0.0006,0.0004,1.2,0,1.2,0.01,0.016,0,0,0.0031,0.015,0.0008,0.087,0.21,0.012,0.01,0.0195,0.0552,0.0203,2.9,0,0,0,0.015
したびらめ　生  ,0.96,0.78,0.192,0.016,0,0.012,1.4,3.1,0.36,0.31,1.6,0.003,0.005,0.0002,0.0002,0.3,0,0.3,0.02,0.006,0,0.0006,0.0014,0.033,0.002,0.026,0.12,0.0026,0.01,0.0034,0.0033,0.0045,0.75,0,0,0,0.004
しまあじ,1.68,0.689,0.219,0.08,0.001,0.011,0.53,3.9,0.16,0.29,2.5,0.007,0.011,0.0004,0.0001,0.1,0,0.1,0.18,0.016,0,0.0025,0.0015,0.083,0.0052,0.032,0.02,0.0088,0,0.0188,0.0237,0.0204,0.71,0,0,0,0.001
しらうお,0.77,0.826,0.136,0.02,0.001,0.017,1.7,2.5,1.5,0.39,2.7,0.004,0.012,0.0003,0.0009,0.5,0,0.5,0.01,0.018,0,0.0008,0.001,0.018,0.0012,0.033,0.58,0.0094,0.04,0.0034,0.003,0.0069,2.2,0,0,0,0.004
シルバー,1.53,0.724,0.186,0.079,0,0.011,0.85,4.4,0.11,0.31,2.2,0.006,0.005,0.0006,0.0001,1,0,1,0.03,0.031,0,0.0008,0.0018,0.076,0.005,0.018,0.04,0.0048,0,0.0186,0.0284,0.0148,0.46,0,0,0,0.002
すずき,1.23,0.748,0.198,0.042,0,0.012,0.81,3.7,0.12,0.29,2.1,0.002,0.005,0.0002,0.0001,1.8,0,1.8,0.1,0.012,0,0.0002,0.002,0.039,0.0027,0.02,0.08,0.0093,0.03,0.0104,0.012,0.0108,0.67,0,0,0,0.002
たい,1.94,0.661,0.217,0.108,0.001,0.013,0.56,4.7,0.11,0.34,2.4,0.002,0.005,0.0002,0.0001,0.11,0,0.11,0.08,0.024,0,0.0034,0.0009,0.054,0.0037,0.014,0.04,0.0139,0.02,0.0259,0.0312,0.028,0.72,0,0,0,0.001
たかさご,1,0.767,0.202,0.015,0.001,0.015,0.48,5.1,0.51,0.36,2.9,0.005,0.007,0.0004,0.0001,0.07,0,0.07,0.02,0.001,0,0.0003,0.0007,0.043,0.002,0.044,0.03,0.0046,0,0.0043,0.0024,0.0036,0.5,0,0,0,0.001
たかべ,1.64,0.71,0.187,0.09,0,0.013,1.2,3.8,0.41,0.34,2.1,0.006,0.013,0.0004,0.0001,0.16,0,0.16,0.04,0.014,0,0.0006,0.0018,0.037,0.0023,0.02,0.03,0.0048,0.01,0.0271,0.0217,0.0216,0.7,0,0,0,0.003
たちうお,2.66,0.616,0.165,0.209,0,0.01,0.88,2.9,0.12,0.29,1.8,0.002,0.005,0.0002,0.0002,0.52,0,0.52,0.14,0.012,0,0.0001,0.0007,0.039,0.002,0.009,0.02,0.0056,0.01,0.0583,0.0726,0.0387,0.72,0,0,0,0.002
すけとうだら,0.79,0.804,0.181,0.002,0.001,0.012,1.3,3.5,0.41,0.32,2.7,0.004,0.005,0.0006,0.0001,0.56,0,0.56,0,0.005,0,0.0007,0.0014,0.011,0.0005,0.04,0.06,0.004,0,0.0003,0.0003,0.0007,0.74,0,0,0,0.003
たらこ,1.7,0.586,0.283,0.061,0.005,0.065,21,3.4,0.27,0.15,4.7,0.007,0.038,0.001,0.0005,0.34,0,0.34,0.1,0.081,0,0.0077,0.0053,0.569,0.0027,0.233,0.5,0.0368,0.21,0.0092,0.0109,0.0181,4.1,0,0,0,0.053
からしめんたいこ,1.26,0.666,0.21,0.033,0.03,0.061,22,1.8,0.23,0.11,2.9,0.007,0.027,0.0008,0.0004,0.37,0.46,0.45,0.01,0.065,0.01,0.0034,0.0033,0.199,0.0017,0.113,0.43,0.0216,0.76,0.0054,0.0059,0.0109,2.8,0,0,0,0.056
まだら,0.77,0.809,0.176,0.002,0.001,0.012,1.1,3.5,0.32,0.24,2.3,0.002,0.005,0.0004,0.0001,0.09,0,0.09,0.01,0.008,0,0.001,0.001,0.014,0.0007,0.013,0.05,0.0044,0,0.0003,0.0003,0.0007,0.58,0,0,0,0.003
たらしらこ,0.62,0.838,0.134,0.008,0.002,0.018,1.1,3.9,0.06,0.23,4.3,0.002,0.007,0.0003,0.0001,0.08,0,0.08,0.02,0.018,0,0.0024,0.0013,0.015,0.0001,0.031,0.11,0.0068,0.02,0.0009,0.0012,0.002,3.6,0,0,0,0.003
塩だら,0.65,0.821,0.152,0.001,0,0.026,7.9,2.9,0.23,0.22,1.7,0.003,0.004,0.0002,0.0001,0,0,0,0.03,0.007,0,0.0013,0.002,0.02,0.0011,0.014,0.06,0.0026,0,0.0001,0.0001,0.0002,0.6,0,0,0,0.02
